article_key,article_number_current,article_number_ar,article_number_previous_if_any,mukarrar_flag,deleted_or_abolished_flag,chapter_number,chapter_title_ar,section_title_ar_if_any,official_source_url,official_source_access_date,official_article_present_flag,official_text_capture_status,uploaded_candidate_line_reference,uploaded_candidate_issue_flag,amendment_notes_present_flag,amendment_count,m44_related_flag,reconciliation_status,unresolved_issue_flag,reviewer_notes,official_english_translation_reference_available,english_translation_page_reference_if_used,english_translation_appendix_reference_if_used,english_reference_note,arabic_source_still_governs_flag
labor_law_art_065,65,المادة الخامسة والستون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_066,66,المادة السادسة والستون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_067,67,المادة السابعة والستون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_068,68,المادة الثامنة والستون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_069,69,المادة التاسعة والستون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_070,70,المادة السبعون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_071,71,المادة الحادية والسبعون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_072,72,المادة الثانية والسبعون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_073,73,المادة الثالثة والسبعون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_074,74,المادة الرابعة والسبعون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,3,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_075,75,المادة الخامسة والسبعون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,2,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_076,76,المادة السادسة والسبعون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_077,77,المادة السابعة والسبعون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_078,78,المادة الثامنة والسبعون,,no,yes,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,deleted_or_abolished confirmed structurally from amendment_tracking,yes,,,,yes
labor_law_art_079,79,المادة التاسعة والسبعون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_079_mukarrar,79_mukarrar,( التاسعة والسبعين مكرر ),,yes,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,مادة مكرر,yes,,,,yes
labor_law_art_080,80,المادة الثمانون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_081,81,المادة الحادية والثمانون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_082,82,المادة الثانية والثمانون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_083,83,المادة الثالثة والثمانون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_084,84,المادة الرابعة والثمانون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_085,85,المادة الخامسة والثمانون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_086,86,المادة السادسة والثمانون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_087,87,المادة السابعة والثمانون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_088,88,المادة الثامنة والثمانون,,no,no,5,علاقات العمل,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_089,89,المادة التاسعة والثمانون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_090,90,المادة التسعون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_091,91,المادة الحادية والتسعون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_092,92,المادة الثانية والتسعون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_093,93,المادة الثالثة والتسعون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_094,94,المادة الرابعة والتسعون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_095,95,المادة الخامسة والتسعون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_096,96,المادة السادسة والتسعون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_097,97,المادة السابعة والتسعون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_098,98,المادة الثامنة والتسعون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_099,99,المادة التاسعة والتسعون,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_100,100,المادة المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_101,101,المادة الأولى بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_102,102,المادة الثانية بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_103,103,المادة الثالثة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_104,104,المادة الرابعة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_105,105,المادة الخامسة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_106,106,المادة السادسة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_107,107,المادة السابعة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_108,108,المادة الثامنة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_109,109,المادة التاسعة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_110,110,المادة العاشرة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_111,111,المادة الحادية عشرة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_112,112,المادة الثانية عشرة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_113,113,المادة الثالثة عشرة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,2,yes,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_114,114,المادة الرابعة عشرة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_115,115,المادة الخامسة عشرة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_116,116,المادة السادسة عشرة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_117,117,المادة السابعة عشرة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_118,118,المادة الثامنة عشرة بعد المائة,,no,no,6,شروط العمل وظروفه,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_119,119,المادة التاسعة عشرة بعد المائة,,no,no,7,العمل لبعض الوقت,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_120,120,المادة العشرون بعد المائة,,no,no,7,العمل لبعض الوقت,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_121,121,المادة الحادية والعشرون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_122,122,المادة الثانية والعشرون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_123,123,المادة الثالثة والعشرون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_124,124,المادة الرابعة والعشرون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_125,125,المادة الخامسة والعشرون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_126,126,المادة السادسة والعشرون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_127,127,المادة السابعة والعشرون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_128,128,المادة الثامنة والعشرون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_129,129,المادة التاسعة والعشرون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_130,130,المادة الثلاثون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_131,131,المادة الحادية والثلاثون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,needs_manual_check,Article 131 mukarrar not found as independent BOE article_item; may be embedded in amendment note,yes,,,,yes
labor_law_art_132,132,المادة الثانية والثلاثون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_133,133,المادة الثالثة والثلاثون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_134,134,المادة الرابعة والثلاثون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_135,135,المادة الخامسة والثلاثون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_136,136,المادة السادسة والثلاثون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_137,137,المادة السابعة والثلاثون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,yes,1,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_138,138,المادة الثامنة والثلاثون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_139,139,المادة التاسعة والثلاثون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_140,140,المادة الأربعون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_141,141,المادة الحادية والأربعون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
labor_law_art_142,142,المادة الثانية والأربعون بعد المائة,,no,no,8,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,,https://laws.boe.gov.sa/boelaws/laws/lawdetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1,2026-07-07,yes,SOURCE_LOCATED,,not_checked,no,,no,SOURCE_LOCATED,no,,yes,,,,yes
