article_id,instrument,article,function_class,function_rule_label,function_ambiguous,function_note,subtype_descriptive,completeness_class,provenance,operational_core_rank_3y,court_judgments,party_judgments,hybrid_rate,named_fiqh_rate,maxim_rate,window
commercial_courts_implementing_regulation:243,commercial_courts_implementing_regulation,243,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,the small-claims defence memo and its deadline,case_management,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",66,88,27,31.8,19.3,9.1,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:16,sharia_procedure_law,16,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,when service is validly effected,service_notice,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,88,1,4.5,3.4,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:109,evidence_law,109,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,inspection and the appointment of an expert,other,DUTY_OR_POWER_WITHOUT_DECISION_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",63,85,12,45.9,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:5,evidence_law,5,DISPUTE_DECISION,DISPUTE_DECISION,false,no particular form is required to prove an obligation,obligation,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",64,84,17,6.0,1.2,2.4,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:31,evidence_law,31,DISPUTE_DECISION,DISPUTE_DECISION,false,the evidentiary weight of traders' books,proof_rules,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",65,82,28,37.8,25.6,4.9,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:21,commercial_courts_law,21,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,registration of the claim and completion of defects,case_management,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",94,79,25,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:67,sharia_procedure_law,67,DISPUTE_DECISION,AMBIGUOUS,false,refusal to answer is نكول and the Shariah consequence follows,other,EXTERNAL_REFERRAL,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",74,78,37,25.6,20.5,3.8,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:21,commercial_courts_implementing_regulation,21,INSTITUTIONAL_OPERATION,DISPUTE_DECISION,false,the obligations of an adviser to the court,obligation,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,77,2,3.9,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_law:11,arbitration_law,11,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,admissibility gateway: the court must decline when the arbitration agreement is pleaded in time,procedural_bar,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",86,76,41,9.2,9.2,5.3,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:76,commercial_courts_implementing_regulation,76,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,what the claim form must contain,case_management,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",75,76,20,3.9,1.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:75,sharia_procedure_law,75,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,pleas that must be raised first or are waived,jurisdiction,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",87,73,48,9.6,8.2,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:133,commercial_courts_implementing_regulation,133,MIXED,DISPUTE_DECISION,false,an evidentiary bar that also decides who may be put to the oath,proof_rules,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",76,72,7,47.2,30.6,4.2,contemporary_5y (1442-1446); rank column is 1444-1446
civil_transactions_law:720,civil_transactions_law,720,DISPUTE_DECISION,DISPUTE_DECISION,false,"the کلية maxims, applied to the substance",damages,EXTERNAL_REFERRAL,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",70,72,9,16.7,4.2,11.1,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:8,commercial_courts_implementing_regulation,8,INSTITUTIONAL_OPERATION,AMBIGUOUS,true,agreements the procedural statute refers to must be written,other,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,72,4,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:69,commercial_courts_implementing_regulation,69,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,which claims require a pre-action notice,other,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,71,25,4.2,4.2,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
law_practice_implementing_regulation:28,law_practice_implementing_regulation,28,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),77,70,15,50.0,45.7,4.3,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:104,commercial_courts_implementing_regulation,104,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,claimant absent from the urgent hearing,other,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",82,70,5,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_law:51,arbitration_law,51,INSTITUTIONAL_OPERATION,DISPUTE_DECISION,false,the sixty-day period and the route of appeal,arbitration,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",72,70,5,4.3,4.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:3,commercial_courts_law,3,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,what the Supreme Judicial Council decides about courts and chambers,other,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",80,67,6,35.8,28.4,3.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_implementing_regulation:78,sharia_procedure_implementing_regulation,78,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),78,65,5,36.9,23.1,1.5,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:1,sharia_procedure_law,1,AMBIGUOUS,AMBIGUOUS,true,the courts apply the Shariah: at once the court's mandate and the choice of the law that decides,other,EXTERNAL_REFERRAL,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",99,65,19,13.8,13.8,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:58,commercial_courts_law,58,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,closing and reopening pleadings,case_management,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",92,64,754,40.6,28.1,7.8,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:164,commercial_courts_law,164,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),84,62,34,59.7,53.2,1.6,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:245,commercial_courts_implementing_regulation,245,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,preclusion after the preparatory hearing,case_management,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",79,61,30,14.8,11.5,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:68,sharia_procedure_law,68,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,an adjournment to reply,other,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",89,61,7,24.6,19.7,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:11,sharia_procedure_law,11,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,service by bailiff and by electronic means,service_notice,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,60,7,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
law_practice_law:28,law_practice_law,28,DISPUTE_DECISION,AMBIGUOUS,false,the fee where the lawyer has died,other,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",90,60,6,60.0,43.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:237,commercial_courts_implementing_regulation,237,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,defines the small-claims track,other,DEFINITION_STATUS,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,58,2,12.1,6.9,6.9,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:31,commercial_courts_implementing_regulation,31,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,jurisdiction by claim value,jurisdiction,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",93,56,34,5.4,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_law:50,arbitration_law,50,DISPUTE_DECISION,DISPUTE_DECISION,true,"the grounds decide the annulment action, which is the dispute before this court",arbitration,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",88,53,32,13.2,13.2,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_implementing_regulation:9,arbitration_implementing_regulation,9,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),91,50,27,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
companies_law:153,companies_law,153,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,48,45,75.0,43.8,2.1,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:86,commercial_courts_law,86,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,refers the retrial grounds to the Sharia Procedure Law,other,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",98,47,10,17.0,8.5,2.1,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:77,commercial_courts_implementing_regulation,77,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,unrelated claims in one form are inadmissible,procedural_bar,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",100,46,21,6.5,6.5,2.2,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:73,commercial_courts_law,73,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,delegation to the implementing regulation,other,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",95,46,0,37.0,19.6,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:52,commercial_courts_implementing_regulation,52,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,petitions must be filed by a lawyer,appeal_finality,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,45,4,6.7,2.2,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_law:5,arbitration_law,5,DISPUTE_DECISION,DISPUTE_DECISION,false,fixes the rules governing the parties' relationship,arbitration,EXTERNAL_REFERRAL,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,45,7,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:37,commercial_courts_implementing_regulation,37,DISPUTE_DECISION,AMBIGUOUS,false,"when limitation starts to run, which can defeat the right",other,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",96,45,2,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:208,commercial_courts_implementing_regulation,208,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,the effect of an inadmissible appeal on finality,appeal_finality,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",97,43,1,46.5,37.2,2.3,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:70,commercial_courts_implementing_regulation,70,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,what the pre-action notice must contain,other,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,43,31,4.7,4.7,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:102,commercial_courts_implementing_regulation,102,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,contents of an urgent application,other,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,42,12,4.8,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:27,commercial_courts_law,27,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,adjournment of the hearing,other,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,41,6,14.6,12.2,2.4,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:71,commercial_courts_implementing_regulation,71,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,when the pre-action notice is effected,case_management,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,40,23,12.5,10.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:93,sharia_procedure_law,93,MIXED,INSTITUTIONAL_OPERATION,false,discontinuance annuls the procedure but not the right,case_management,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,39,3,10.3,10.3,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:205,sharia_procedure_law,205,MIXED,AMBIGUOUS,false,interim relief: a procedural order with substantive effect,other,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,39,8,2.6,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:36,evidence_law,36,MIXED,AMBIGUOUS,false,"an order to produce, on conditions that bear on the merits",other,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,38,20,55.3,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:39,evidence_law,39,DISPUTE_DECISION,DISPUTE_DECISION,false,who bears the burden on forgery and on denial,proof_rules,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,38,18,34.2,10.5,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
bankruptcy_law:7,bankruptcy_law,7,DISPUTE_DECISION,DISPUTE_DECISION,false,liquidation conditions and joint liability for the shortfall,corporate,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,38,13,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:83,sharia_procedure_law,83,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,what incidental claims may be added,other,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,38,40,2.6,2.6,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_implementing_regulation:92,sharia_procedure_implementing_regulation,92,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,37,6,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:82,commercial_courts_law,82,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,what the appeal transfers,appeal_finality,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,37,3,32.4,27.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:31,commercial_courts_law,31,MIXED,INSTITUTIONAL_OPERATION,false,"claimant's absence: striking out, or judgment on the merits",case_management,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,36,115,22.2,5.6,8.3,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:204,commercial_courts_implementing_regulation,204,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,what the appellate judgment must state,other,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,36,0,22.2,13.9,2.8,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_law:15,arbitration_law,15,INSTITUTIONAL_OPERATION,DISPUTE_DECISION,false,appointment of arbitrators and the deadlines for it,arbitration,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,35,15,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:108,sharia_procedure_law,108,DISPUTE_DECISION,DISPUTE_DECISION,false,the admission binds its maker alone,proof_rules,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,34,5,67.6,67.6,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
civil_transactions_law:107,civil_transactions_law,107,DISPUTE_DECISION,DISPUTE_DECISION,false,"termination, performance and damages",obligation,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,34,17,29.4,5.9,11.8,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:113,sharia_procedure_law,113,DISPUTE_DECISION,MIXED,false,"attendance for the oath, and نكول decides",attendance_default,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,33,6,15.2,9.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:86,evidence_law,86,MIXED,AMBIGUOUS,true,res judicata: a bar to the claim and a decision on the right,other,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,33,38,24.2,24.2,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
arbitration_law:55,arbitration_law,55,DISPUTE_DECISION,DISPUTE_DECISION,true,"decides whether the award is enforceable, the relief sought",arbitration,EXTERNAL_REFERRAL,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,32,1,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:36,sharia_procedure_law,36,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,venue by the defendant's residence,other,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,32,18,34.4,28.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:40,evidence_law,40,MIXED,DISPUTE_DECISION,false,"the verification procedure, triggered by the court's view of the proof",proof_rules,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,31,15,51.6,32.3,3.2,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:30,evidence_law,30,DISPUTE_DECISION,DISPUTE_DECISION,false,signed correspondence has the weight of a private document,proof_rules,SELF_SUFFICIENT_RULE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,31,15,45.2,32.3,3.2,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:106,commercial_courts_implementing_regulation,106,INSTITUTIONAL_OPERATION,AMBIGUOUS,false,when the chamber must decide the application,other,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,31,0,6.5,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:43,commercial_courts_law,43,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,29,18,27.6,17.2,10.3,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:185,sharia_procedure_law,185,,,,,appeal_finality,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,28,7,35.7,28.6,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_implementing_regulation:70,sharia_procedure_implementing_regulation,70,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,28,1,39.3,3.6,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:81,commercial_courts_law,81,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,how an appeal is filed,appeal_finality,INSTITUTIONAL_DIRECTIVE,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,28,16,28.6,17.9,3.6,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:225,commercial_courts_implementing_regulation,225,,,,,appeal_finality,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,28,1,28.6,14.3,3.6,contemporary_5y (1442-1446); rank column is 1444-1446
sharia_procedure_law:139,sharia_procedure_law,139,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,28,14,39.3,32.1,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:66,commercial_courts_law,66,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,27,2,18.5,11.1,7.4,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:15,commercial_courts_law,15,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,27,3,88.9,85.2,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
law_practice_law:5,law_practice_law,5,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,27,0,88.9,14.8,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:77,commercial_courts_law,77,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,26,11,15.4,15.4,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_implementing_regulation:244,commercial_courts_implementing_regulation,244,INSTITUTIONAL_OPERATION,INSTITUTIONAL_OPERATION,false,how the preparatory hearing disposes of the case,case_management,OPEN_TEXTURED_STANDARD,"hand label, one reader, from enacted text and legal function; NOT blind to supplementation rates; sensitivity label in function_rule_label is a mechanical map from function.py, assigned before any rate existed",,26,172,19.2,15.4,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
civil_transactions_law:17,civil_transactions_law,17,,,,,other,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,26,0,0.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
evidence_law:101,evidence_law,101,,,,,proof_rules,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,26,2,23.1,11.5,11.5,contemporary_5y (1442-1446); rank column is 1444-1446
trademark_law:42,trademark_law,42,,,,,,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,25,17,4.0,0.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
commercial_courts_law:18,commercial_courts_law,18,,,,,jurisdiction,,outside the classified frame (fewer than 30 court-citing judgments in 1442-1446),,25,6,40.0,12.0,0.0,contemporary_5y (1442-1446); rank column is 1444-1446
