article_id,instrument,article,official_text_ref,completeness_class,classification,class_ambiguous,rate_seen_before_classifying,court_judgments,court_nonstatutory_rate,court_named_fiqh_rate,party_judgments,party_nonstatutory_rate,operational_core_rank,window
arbitration_law:50,arbitration_law,50,corpus_registry.json / tracks / arbitration_law / article 50,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,53,13.2,13.2,32,15.6,,contemporary_5y (1442-1446)
arbitration_implementing_regulation:9,arbitration_implementing_regulation,9,corpus_registry.json / tracks / arbitration_implementing_regulation / article 9,,not classified: outside the n>=30 frame,,,50,0.0,0.0,27,0.0,,contemporary_5y (1442-1446)
companies_law:153,companies_law,153,corpus_registry.json / tracks / companies_law / article 153,,not classified: outside the n>=30 frame,,,48,75.0,43.8,45,17.8,,contemporary_5y (1442-1446)
commercial_courts_law:86,commercial_courts_law,86,corpus_registry.json / tracks / commercial_courts_law / article 86,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,47,17.0,8.5,10,,,contemporary_5y (1442-1446)
commercial_courts_law:73,commercial_courts_law,73,corpus_registry.json / tracks / commercial_courts_law / article 73,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,46,37.0,19.6,0,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:77,commercial_courts_implementing_regulation,77,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 77,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,46,6.5,6.5,21,23.8,,contemporary_5y (1442-1446)
arbitration_law:5,arbitration_law,5,corpus_registry.json / tracks / arbitration_law / article 5,EXTERNAL_REFERRAL,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,45,0.0,0.0,7,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:52,commercial_courts_implementing_regulation,52,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 52,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,45,6.7,2.2,4,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:37,commercial_courts_implementing_regulation,37,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 37,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,45,0.0,0.0,2,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:70,commercial_courts_implementing_regulation,70,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 70,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,43,4.7,4.7,31,29.0,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:208,commercial_courts_implementing_regulation,208,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 208,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,43,46.5,37.2,1,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:102,commercial_courts_implementing_regulation,102,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 102,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,42,4.8,0.0,12,,,contemporary_5y (1442-1446)
commercial_courts_law:27,commercial_courts_law,27,corpus_registry.json / tracks / commercial_courts_law / article 27,OPEN_TEXTURED_STANDARD,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",true,false,41,14.6,12.2,6,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:71,commercial_courts_implementing_regulation,71,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 71,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,40,12.5,10.0,23,43.5,,contemporary_5y (1442-1446)
sharia_procedure_law:93,sharia_procedure_law,93,corpus_registry.json / tracks / sharia_procedure_law / article 93,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,39,10.3,10.3,3,,,contemporary_5y (1442-1446)
sharia_procedure_law:205,sharia_procedure_law,205,corpus_registry.json / tracks / sharia_procedure_law / article 205,OPEN_TEXTURED_STANDARD,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,39,2.6,0.0,8,,,contemporary_5y (1442-1446)
sharia_procedure_law:83,sharia_procedure_law,83,corpus_registry.json / tracks / sharia_procedure_law / article 83,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,38,2.6,2.6,40,30.0,,contemporary_5y (1442-1446)
bankruptcy_law:7,bankruptcy_law,7,corpus_registry.json / tracks / bankruptcy_law / article 7,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,38,0.0,0.0,13,,,contemporary_5y (1442-1446)
evidence_law:39,evidence_law,39,corpus_registry.json / tracks / evidence_law / article 39,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,38,34.2,10.5,18,,,contemporary_5y (1442-1446)
evidence_law:36,evidence_law,36,corpus_registry.json / tracks / evidence_law / article 36,OPEN_TEXTURED_STANDARD,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",true,false,38,55.3,0.0,20,50.0,,contemporary_5y (1442-1446)
commercial_courts_law:82,commercial_courts_law,82,corpus_registry.json / tracks / commercial_courts_law / article 82,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",true,false,37,32.4,27.0,3,,,contemporary_5y (1442-1446)
sharia_procedure_implementing_regulation:92,sharia_procedure_implementing_regulation,92,corpus_registry.json / tracks / sharia_procedure_implementing_regulation / article 92,,not classified: outside the n>=30 frame,,,37,0.0,0.0,6,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:204,commercial_courts_implementing_regulation,204,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 204,OPEN_TEXTURED_STANDARD,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",true,false,36,22.2,13.9,0,,,contemporary_5y (1442-1446)
commercial_courts_law:31,commercial_courts_law,31,corpus_registry.json / tracks / commercial_courts_law / article 31,OPEN_TEXTURED_STANDARD,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",true,false,36,22.2,5.6,115,11.3,,contemporary_5y (1442-1446)
arbitration_law:15,arbitration_law,15,corpus_registry.json / tracks / arbitration_law / article 15,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,35,0.0,0.0,15,,,contemporary_5y (1442-1446)
sharia_procedure_law:108,sharia_procedure_law,108,corpus_registry.json / tracks / sharia_procedure_law / article 108,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,34,67.6,67.6,5,,,contemporary_5y (1442-1446)
civil_transactions_law:107,civil_transactions_law,107,corpus_registry.json / tracks / civil_transactions_law / article 107,OPEN_TEXTURED_STANDARD,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,34,29.4,5.9,17,,,contemporary_5y (1442-1446)
sharia_procedure_law:113,sharia_procedure_law,113,corpus_registry.json / tracks / sharia_procedure_law / article 113,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,33,15.2,9.1,6,,,contemporary_5y (1442-1446)
evidence_law:86,evidence_law,86,corpus_registry.json / tracks / evidence_law / article 86,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,33,24.2,24.2,38,44.7,,contemporary_5y (1442-1446)
arbitration_law:55,arbitration_law,55,corpus_registry.json / tracks / arbitration_law / article 55,EXTERNAL_REFERRAL,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,32,0.0,0.0,1,,,contemporary_5y (1442-1446)
sharia_procedure_law:36,sharia_procedure_law,36,corpus_registry.json / tracks / sharia_procedure_law / article 36,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,32,34.4,28.1,18,,,contemporary_5y (1442-1446)
evidence_law:30,evidence_law,30,corpus_registry.json / tracks / evidence_law / article 30,SELF_SUFFICIENT_RULE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,31,45.2,32.3,15,,,contemporary_5y (1442-1446)
evidence_law:40,evidence_law,40,corpus_registry.json / tracks / evidence_law / article 40,OPEN_TEXTURED_STANDARD,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",true,false,31,51.6,32.3,15,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:106,commercial_courts_implementing_regulation,106,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 106,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,31,6.5,0.0,0,,,contemporary_5y (1442-1446)
commercial_courts_law:43,commercial_courts_law,43,corpus_registry.json / tracks / commercial_courts_law / article 43,,not classified: outside the n>=30 frame,,,29,27.6,17.2,18,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:225,commercial_courts_implementing_regulation,225,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 225,,not classified: outside the n>=30 frame,,,28,28.6,14.3,1,,,contemporary_5y (1442-1446)
sharia_procedure_law:139,sharia_procedure_law,139,corpus_registry.json / tracks / sharia_procedure_law / article 139,,not classified: outside the n>=30 frame,,,28,39.3,32.1,14,,,contemporary_5y (1442-1446)
sharia_procedure_law:185,sharia_procedure_law,185,corpus_registry.json / tracks / sharia_procedure_law / article 185,,not classified: outside the n>=30 frame,,,28,35.7,28.6,7,,,contemporary_5y (1442-1446)
sharia_procedure_implementing_regulation:70,sharia_procedure_implementing_regulation,70,corpus_registry.json / tracks / sharia_procedure_implementing_regulation / article 70,,not classified: outside the n>=30 frame,,,28,39.3,3.6,1,,,contemporary_5y (1442-1446)
commercial_courts_law:81,commercial_courts_law,81,corpus_registry.json / tracks / commercial_courts_law / article 81,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,28,28.6,17.9,16,,,contemporary_5y (1442-1446)
commercial_courts_law:66,commercial_courts_law,66,corpus_registry.json / tracks / commercial_courts_law / article 66,,not classified: outside the n>=30 frame,,,27,18.5,11.1,2,,,contemporary_5y (1442-1446)
commercial_courts_law:15,commercial_courts_law,15,corpus_registry.json / tracks / commercial_courts_law / article 15,,not classified: outside the n>=30 frame,,,27,88.9,85.2,3,,,contemporary_5y (1442-1446)
law_practice_law:5,law_practice_law,5,corpus_registry.json / tracks / law_practice_law / article 5,,not classified: outside the n>=30 frame,,,27,88.9,14.8,0,,,contemporary_5y (1442-1446)
commercial_courts_law:77,commercial_courts_law,77,corpus_registry.json / tracks / commercial_courts_law / article 77,,not classified: outside the n>=30 frame,,,26,15.4,15.4,11,,,contemporary_5y (1442-1446)
evidence_law:101,evidence_law,101,corpus_registry.json / tracks / evidence_law / article 101,,not classified: outside the n>=30 frame,,,26,23.1,11.5,2,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:244,commercial_courts_implementing_regulation,244,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 244,OPEN_TEXTURED_STANDARD,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",true,true,26,19.2,15.4,172,15.7,,contemporary_5y (1442-1446)
civil_transactions_law:17,civil_transactions_law,17,corpus_registry.json / tracks / civil_transactions_law / article 17,,not classified: outside the n>=30 frame,,,26,0.0,0.0,0,,,contemporary_5y (1442-1446)
trademark_law:42,trademark_law,42,corpus_registry.json / tracks / trademark_law / article 42,,not classified: outside the n>=30 frame,,,25,4.0,0.0,17,,,contemporary_5y (1442-1446)
commercial_courts_law:18,commercial_courts_law,18,corpus_registry.json / tracks / commercial_courts_law / article 18,,not classified: outside the n>=30 frame,,,25,40.0,12.0,6,,,contemporary_5y (1442-1446)
commercial_courts_law:70,commercial_courts_law,70,corpus_registry.json / tracks / commercial_courts_law / article 70,,not classified: outside the n>=30 frame,,,24,0.0,0.0,7,,,contemporary_5y (1442-1446)
evidence_law:6,evidence_law,6,corpus_registry.json / tracks / evidence_law / article 6,,not classified: outside the n>=30 frame,,,24,25.0,4.2,27,63.0,,contemporary_5y (1442-1446)
arbitration_law:53,arbitration_law,53,corpus_registry.json / tracks / arbitration_law / article 53,INSTITUTIONAL_DIRECTIVE,"hand, one reader, blind to all rates; PROVISIONAL_PENDING_SECOND_READER",false,false,23,0.0,0.0,0,,,contemporary_5y (1442-1446)
law_practice_implementing_regulation:5,law_practice_implementing_regulation,5,corpus_registry.json / tracks / law_practice_implementing_regulation / article 5,,not classified: outside the n>=30 frame,,,23,13.0,8.7,4,,,contemporary_5y (1442-1446)
commercial_courts_law:87,commercial_courts_law,87,corpus_registry.json / tracks / commercial_courts_law / article 87,,not classified: outside the n>=30 frame,,,23,21.7,17.4,2,,,contemporary_5y (1442-1446)
companies_law:14,companies_law,14,corpus_registry.json / tracks / companies_law / article 14,,not classified: outside the n>=30 frame,,,23,8.7,4.3,5,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:53,commercial_courts_implementing_regulation,53,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 53,,not classified: outside the n>=30 frame,,,23,30.4,13.0,17,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:72,commercial_courts_implementing_regulation,72,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 72,,not classified: outside the n>=30 frame,,,22,9.1,0.0,14,,,contemporary_5y (1442-1446)
sharia_procedure_law:109,sharia_procedure_law,109,corpus_registry.json / tracks / sharia_procedure_law / article 109,,not classified: outside the n>=30 frame,,,22,13.6,9.1,2,,,contemporary_5y (1442-1446)
sharia_procedure_law:8,sharia_procedure_law,8,corpus_registry.json / tracks / sharia_procedure_law / article 8,,not classified: outside the n>=30 frame,,,22,0.0,0.0,1,,,contemporary_5y (1442-1446)
sharia_procedure_law:3,sharia_procedure_law,3,corpus_registry.json / tracks / sharia_procedure_law / article 3,,not classified: outside the n>=30 frame,,,22,22.7,13.6,94,54.3,,contemporary_5y (1442-1446)
evidence_law:96,evidence_law,96,corpus_registry.json / tracks / evidence_law / article 96,,not classified: outside the n>=30 frame,,,22,40.9,27.3,9,,,contemporary_5y (1442-1446)
evidence_law:55,evidence_law,55,corpus_registry.json / tracks / evidence_law / article 55,,not classified: outside the n>=30 frame,,,22,31.8,13.6,24,54.2,,contemporary_5y (1442-1446)
sharia_procedure_law:2,sharia_procedure_law,2,corpus_registry.json / tracks / sharia_procedure_law / article 2,,not classified: outside the n>=30 frame,,,21,28.6,14.3,7,,,contemporary_5y (1442-1446)
sharia_procedure_law:211,sharia_procedure_law,211,corpus_registry.json / tracks / sharia_procedure_law / article 211,,not classified: outside the n>=30 frame,,,21,0.0,0.0,7,,,contemporary_5y (1442-1446)
evidence_law:66,evidence_law,66,corpus_registry.json / tracks / evidence_law / article 66,,not classified: outside the n>=30 frame,,,20,35.0,15.0,56,44.6,,contemporary_5y (1442-1446)
commercial_courts_law:76,commercial_courts_law,76,corpus_registry.json / tracks / commercial_courts_law / article 76,,not classified: outside the n>=30 frame,,,20,10.0,10.0,137,33.6,,contemporary_5y (1442-1446)
law_practice_law:18,law_practice_law,18,corpus_registry.json / tracks / law_practice_law / article 18,,not classified: outside the n>=30 frame,,,20,10.0,10.0,35,17.1,,contemporary_5y (1442-1446)
sharia_procedure_law:107,sharia_procedure_law,107,corpus_registry.json / tracks / sharia_procedure_law / article 107,,not classified: outside the n>=30 frame,,,19,42.1,21.1,0,,,contemporary_5y (1442-1446)
telecommunications_law:10,telecommunications_law,10,corpus_registry.json / tracks / telecommunications_law / article 10,,not classified: outside the n>=30 frame,,,19,10.5,10.5,4,,,contemporary_5y (1442-1446)
companies_law:4,companies_law,4,corpus_registry.json / tracks / companies_law / article 4,,not classified: outside the n>=30 frame,,,19,0.0,0.0,5,,,contemporary_5y (1442-1446)
commercial_courts_law:90,commercial_courts_law,90,corpus_registry.json / tracks / commercial_courts_law / article 90,,not classified: outside the n>=30 frame,,,18,27.8,0.0,136,9.6,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:19,commercial_courts_implementing_regulation,19,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 19,,not classified: outside the n>=30 frame,,,18,33.3,16.7,3,,,contemporary_5y (1442-1446)
bankruptcy_law:97,bankruptcy_law,97,corpus_registry.json / tracks / bankruptcy_law / article 97,,not classified: outside the n>=30 frame,,,18,5.6,5.6,4,,,contemporary_5y (1442-1446)
commercial_courts_law:85,commercial_courts_law,85,corpus_registry.json / tracks / commercial_courts_law / article 85,,not classified: outside the n>=30 frame,,,18,55.6,33.3,15,,,contemporary_5y (1442-1446)
evidence_law:99,evidence_law,99,corpus_registry.json / tracks / evidence_law / article 99,,not classified: outside the n>=30 frame,,,18,27.8,16.7,4,,,contemporary_5y (1442-1446)
sharia_procedure_law:17,sharia_procedure_law,17,corpus_registry.json / tracks / sharia_procedure_law / article 17,,not classified: outside the n>=30 frame,,,17,11.8,5.9,3,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:33,commercial_courts_implementing_regulation,33,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 33,,not classified: outside the n>=30 frame,,,17,23.5,23.5,2,,,contemporary_5y (1442-1446)
sharia_procedure_implementing_regulation:1,sharia_procedure_implementing_regulation,1,corpus_registry.json / tracks / sharia_procedure_implementing_regulation / article 1,,not classified: outside the n>=30 frame,,,17,29.4,23.5,0,,,contemporary_5y (1442-1446)
commercial_courts_law:93,commercial_courts_law,93,corpus_registry.json / tracks / commercial_courts_law / article 93,,not classified: outside the n>=30 frame,,,17,11.8,5.9,20,40.0,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:218,commercial_courts_implementing_regulation,218,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 218,,not classified: outside the n>=30 frame,,,17,64.7,41.2,0,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:100,commercial_courts_implementing_regulation,100,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 100,,not classified: outside the n>=30 frame,,,17,35.3,5.9,5,,,contemporary_5y (1442-1446)
evidence_law:88,evidence_law,88,corpus_registry.json / tracks / evidence_law / article 88,,not classified: outside the n>=30 frame,,,17,82.4,82.4,21,81.0,,contemporary_5y (1442-1446)
evidence_law:67,evidence_law,67,corpus_registry.json / tracks / evidence_law / article 67,,not classified: outside the n>=30 frame,,,16,43.8,25.0,9,,,contemporary_5y (1442-1446)
sharia_procedure_law:202,sharia_procedure_law,202,corpus_registry.json / tracks / sharia_procedure_law / article 202,,not classified: outside the n>=30 frame,,,16,18.8,12.5,8,,,contemporary_5y (1442-1446)
companies_law:16,companies_law,16,corpus_registry.json / tracks / companies_law / article 16,,not classified: outside the n>=30 frame,,,16,18.8,0.0,13,,,contemporary_5y (1442-1446)
companies_law:2,companies_law,2,corpus_registry.json / tracks / companies_law / article 2,,not classified: outside the n>=30 frame,,,16,6.2,6.2,15,,,contemporary_5y (1442-1446)
sharia_procedure_law:38,sharia_procedure_law,38,corpus_registry.json / tracks / sharia_procedure_law / article 38,,not classified: outside the n>=30 frame,,,16,25.0,12.5,7,,,contemporary_5y (1442-1446)
bankruptcy_law:4,bankruptcy_law,4,corpus_registry.json / tracks / bankruptcy_law / article 4,,not classified: outside the n>=30 frame,,,16,0.0,0.0,1,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:43,commercial_courts_implementing_regulation,43,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 43,,not classified: outside the n>=30 frame,,,16,25.0,18.8,0,,,contemporary_5y (1442-1446)
sharia_procedure_implementing_regulation:3,sharia_procedure_implementing_regulation,3,corpus_registry.json / tracks / sharia_procedure_implementing_regulation / article 3,,not classified: outside the n>=30 frame,,,16,56.2,25.0,7,,,contemporary_5y (1442-1446)
sharia_procedure_law:5,sharia_procedure_law,5,corpus_registry.json / tracks / sharia_procedure_law / article 5,,not classified: outside the n>=30 frame,,,16,18.8,18.8,9,,,contemporary_5y (1442-1446)
commercial_courts_law:52,commercial_courts_law,52,corpus_registry.json / tracks / commercial_courts_law / article 52,,not classified: outside the n>=30 frame,,,14,50.0,7.1,6,,,contemporary_5y (1442-1446)
arbitration_implementing_regulation:4,arbitration_implementing_regulation,4,corpus_registry.json / tracks / arbitration_implementing_regulation / article 4,,not classified: outside the n>=30 frame,,,14,0.0,0.0,0,,,contemporary_5y (1442-1446)
companies_law:175,companies_law,175,corpus_registry.json / tracks / companies_law / article 175,,not classified: outside the n>=30 frame,,,14,0.0,0.0,25,28.0,,contemporary_5y (1442-1446)
commercial_courts_law:56,commercial_courts_law,56,corpus_registry.json / tracks / commercial_courts_law / article 56,,not classified: outside the n>=30 frame,,,14,64.3,64.3,6,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:182,commercial_courts_implementing_regulation,182,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 182,,not classified: outside the n>=30 frame,,,14,7.1,7.1,1,,,contemporary_5y (1442-1446)
companies_law:173,companies_law,173,corpus_registry.json / tracks / companies_law / article 173,,not classified: outside the n>=30 frame,,,13,0.0,0.0,15,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:36,commercial_courts_implementing_regulation,36,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 36,,not classified: outside the n>=30 frame,,,13,53.8,38.5,34,38.2,,contemporary_5y (1442-1446)
commercial_courts_law:53,commercial_courts_law,53,corpus_registry.json / tracks / commercial_courts_law / article 53,,not classified: outside the n>=30 frame,,,13,100.0,30.8,3,,,contemporary_5y (1442-1446)
commercial_courts_law:11,commercial_courts_law,11,corpus_registry.json / tracks / commercial_courts_law / article 11,,not classified: outside the n>=30 frame,,,13,15.4,7.7,5,,,contemporary_5y (1442-1446)
companies_law:15,companies_law,15,corpus_registry.json / tracks / companies_law / article 15,,not classified: outside the n>=30 frame,,,13,46.2,30.8,10,,,contemporary_5y (1442-1446)
sharia_procedure_law:45,sharia_procedure_law,45,corpus_registry.json / tracks / sharia_procedure_law / article 45,,not classified: outside the n>=30 frame,,,13,7.7,7.7,5,,,contemporary_5y (1442-1446)
sharia_procedure_law:56,sharia_procedure_law,56,corpus_registry.json / tracks / sharia_procedure_law / article 56,,not classified: outside the n>=30 frame,,,13,15.4,0.0,2,,,contemporary_5y (1442-1446)
evidence_law:44,evidence_law,44,corpus_registry.json / tracks / evidence_law / article 44,,not classified: outside the n>=30 frame,,,13,30.8,15.4,18,,,contemporary_5y (1442-1446)
companies_law:167,companies_law,167,corpus_registry.json / tracks / companies_law / article 167,,not classified: outside the n>=30 frame,,,13,0.0,0.0,30,26.7,,contemporary_5y (1442-1446)
sharia_procedure_law:39,sharia_procedure_law,39,corpus_registry.json / tracks / sharia_procedure_law / article 39,,not classified: outside the n>=30 frame,,,12,0.0,0.0,3,,,contemporary_5y (1442-1446)
companies_law:51,companies_law,51,corpus_registry.json / tracks / companies_law / article 51,,not classified: outside the n>=30 frame,,,12,8.3,0.0,12,,,contemporary_5y (1442-1446)
evidence_law:59,evidence_law,59,corpus_registry.json / tracks / evidence_law / article 59,,not classified: outside the n>=30 frame,,,12,41.7,41.7,4,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:213,commercial_courts_implementing_regulation,213,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 213,,not classified: outside the n>=30 frame,,,12,33.3,25.0,1,,,contemporary_5y (1442-1446)
evidence_law:215,evidence_law,215,corpus_registry.json / tracks / evidence_law / article 215,,not classified: outside the n>=30 frame,,,12,91.7,75.0,0,,,contemporary_5y (1442-1446)
civil_transactions_law:401,civil_transactions_law,401,corpus_registry.json / tracks / civil_transactions_law / article 401,,not classified: outside the n>=30 frame,,,12,58.3,0.0,0,,,contemporary_5y (1442-1446)
civil_transactions_law:564,civil_transactions_law,564,corpus_registry.json / tracks / civil_transactions_law / article 564,,not classified: outside the n>=30 frame,,,12,0.0,0.0,1,,,contemporary_5y (1442-1446)
bankruptcy_law:46,bankruptcy_law,46,corpus_registry.json / tracks / bankruptcy_law / article 46,,not classified: outside the n>=30 frame,,,11,9.1,9.1,12,,,contemporary_5y (1442-1446)
companies_law:151,companies_law,151,corpus_registry.json / tracks / companies_law / article 151,,not classified: outside the n>=30 frame,,,11,9.1,0.0,34,70.6,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:6,commercial_courts_implementing_regulation,6,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 6,,not classified: outside the n>=30 frame,,,11,27.3,18.2,10,,,contemporary_5y (1442-1446)
sharia_procedure_law:21,sharia_procedure_law,21,corpus_registry.json / tracks / sharia_procedure_law / article 21,,not classified: outside the n>=30 frame,,,11,0.0,0.0,2,,,contemporary_5y (1442-1446)
sharia_procedure_implementing_regulation:57,sharia_procedure_implementing_regulation,57,corpus_registry.json / tracks / sharia_procedure_implementing_regulation / article 57,,not classified: outside the n>=30 frame,,,11,54.5,45.5,16,,,contemporary_5y (1442-1446)
bankruptcy_law:1,bankruptcy_law,1,corpus_registry.json / tracks / bankruptcy_law / article 1,,not classified: outside the n>=30 frame,,,11,0.0,0.0,3,,,contemporary_5y (1442-1446)
evidence_law:85,evidence_law,85,corpus_registry.json / tracks / evidence_law / article 85,,not classified: outside the n>=30 frame,,,11,36.4,36.4,3,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:226,commercial_courts_implementing_regulation,226,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 226,,not classified: outside the n>=30 frame,,,11,18.2,9.1,1,,,contemporary_5y (1442-1446)
sharia_procedure_law:80,sharia_procedure_law,80,corpus_registry.json / tracks / sharia_procedure_law / article 80,,not classified: outside the n>=30 frame,,,11,36.4,18.2,48,33.3,,contemporary_5y (1442-1446)
evidence_law:23,evidence_law,23,corpus_registry.json / tracks / evidence_law / article 23,,not classified: outside the n>=30 frame,,,11,81.8,81.8,2,,,contemporary_5y (1442-1446)
evidence_law:204,evidence_law,204,corpus_registry.json / tracks / evidence_law / article 204,,not classified: outside the n>=30 frame,,,11,90.9,81.8,0,,,contemporary_5y (1442-1446)
companies_law:9,companies_law,9,corpus_registry.json / tracks / companies_law / article 9,,not classified: outside the n>=30 frame,,,11,9.1,9.1,11,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:44,commercial_courts_implementing_regulation,44,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 44,,not classified: outside the n>=30 frame,,,11,0.0,0.0,1,,,contemporary_5y (1442-1446)
companies_law:220,companies_law,220,corpus_registry.json / tracks / companies_law / article 220,,not classified: outside the n>=30 frame,,,11,18.2,9.1,15,,,contemporary_5y (1442-1446)
commercial_courts_implementing_regulation:99,commercial_courts_implementing_regulation,99,corpus_registry.json / tracks / commercial_courts_implementing_regulation / article 99,,not classified: outside the n>=30 frame,,,10,20.0,20.0,3,,,contemporary_5y (1442-1446)
