review_priority,article_number,review_bucket,original_difference_type,similarity,candidate_text_length,ocr_text_length,candidate_hash,official_source_hash,verification_action_allowed,article_title_ar,suspected_issue,recommended_action
P2,31,possible_substantive_difference_manual_review,substantive_difference,0.7277,421,415,28195e8f7912becc07f73f1ef14f6752fca977ef0193c348b71984c7652af5b9,10bbe1ef31317d1289cf65f3ed11ce5adc7b6a861a0b4fde09745f39f25f00c5,False,قاعدة تقييم القرارات,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,36,possible_substantive_difference_manual_review,substantive_difference,0.7682,576,643,8fe533336227d099712963fe7cb6c1a822c8ca2b3f742f785d4dbc2d2540cfce,70e4f97af359ed50ae725af433398bf84769efc1065415480d5683b3cca6ac36,False,بيانات عقد التأسيس,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,47,possible_substantive_difference_manual_review,substantive_difference,0.6734,448,454,f5b99751777ec498c1af62446f111f203bac0b0a17ac54529fc4640554f72a5f,7a41d9f1ffa889144d8e1e14f23946bbfc33b6fb8afb375765ad75c593da7753,False,نصيب الشريك في الأرباح والخسائر,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,50,possible_substantive_difference_manual_review,substantive_difference,0.6748,1436,1575,8f24b125c79fbe6e3278fb776e797899980ab80ce950c86224859b42a0b44c03,196ba7dc01a32576bced05f0d0fe3445efaa7794e122bf6dc55b2fcf1f7b94ac,False,حالات الانقضاء,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,52,possible_substantive_difference_manual_review,substantive_difference,0.7585,584,695,5665ccee6287e5b0df0a3471d56581e467d940b8e620b0edeeb7bdbe68fe2056,39fbc20558c09a6b7b055695de4925cf5800dbe149cdc079654a94779e5dc7b7,False,بيانات عقد التأسيس,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,57,possible_substantive_difference_manual_review,substantive_difference,0.7455,199,251,066b3728dc1a911b17e250878df667a188323ce53aca71ec2a4ecfc65468a47d,766b668ed2d0993e43a89c38f08467838bad946a4bec2c0c6079ec478a66c23a,False,حالات الانقضاء,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,72,possible_substantive_difference_manual_review,substantive_difference,0.644,871,975,52c479d36bc3fbb41b0d7e7a780f42ae5f68e1b6ad0791221e7ea2459e9c8d00,1cc36886679f0b0312fda06eb6cc412283dd524c59ddac6f9cf425e5feafb523,False,تقديم القروض,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,74,possible_substantive_difference_manual_review,substantive_difference,0.767,245,244,03d6fb3825d8a4ba5206c4dad8b45acad357618ba693d0c2ef4c50975a933813,cccd5fafdfc86ad6a5d7043ce61c1da8012a19ed8ec61b0710400641c72f1af5,False,عقد القروض والتصرف في أصول الشركة,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,77,possible_substantive_difference_manual_review,substantive_difference,0.7471,515,634,2c8261de3ecbfc105059241dc97d49be3950afcff99650a638c82e8a8e522003,71d092aff7c112493ac6292f3cb06fde91b664d9da69df692907fef98e9d2ae6,False,صلاحيات مجلس الإدارة,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,85,possible_substantive_difference_manual_review,substantive_difference,0.6824,928,1008,447989a771a1e0c824dfea173991028f2a40b288c935a1346c9fe94f43fa3723,b2ef4c7921b10c0b43e22103d8102694dd1a5dea497b675734cd0e4b6b763a18,False,اختصاصات الجمعية العامة غير العادية,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,90,possible_substantive_difference_manual_review,substantive_difference,0.7428,1330,1340,7ae78c5c362bb674893da4e80ea5c2a79b75bd7db88734954410936bf5026204,e194568c23b4fa80914dbb95f9d866c6a0d0b6a0c82878d4d9470ab5299fe8c8,False,الجمعيات العامة والخاصة,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,96,possible_substantive_difference_manual_review,substantive_difference,0.7821,981,1079,49e18808ef82255b4ce742b2fdcf7f18e1fbed9b246ce000e87851d93f815007,eb9d28f101e330d621cdaf1d01607f3909fbe2cf62e9d9ba7b5d82a798046981,False,جدول أعمال الجمعية العامة,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,99,possible_substantive_difference_manual_review,substantive_difference,0.6969,427,536,1570edad29e7c6ef84dd039178ae83a884161cbe635cd621b31e8c0f8eb75fd8,d255d29a584b994b10757175d0eb44467d4ab556dbe8e7820b6b3a6a97594065,False,الاعتراض على قرار جمعية المساهمين,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,101,possible_substantive_difference_manual_review,substantive_difference,0.7402,641,758,512422f2178e0815ad26d02366b5f4dbb031eb24ecafc94818f5272d4a90a203,22116470b1f6f347de71f2cd8c7e0414ef89b7c3a335ca5f2d6495cdbcc056be,False,النصاب اللازم لإصدار القرار بالتمرير,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,120,possible_substantive_difference_manual_review,substantive_difference,0.7684,222,318,ff6ef9112508e5a4440821336bb6b5651070b5b3557187ca7a477f0ae725ab65,e2c4334bd642d48df255723bee28f86f9aa6a89f098530a66115b96ab7d65d7a,False,سريان قرارات جمعيات المساهمين,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,124,possible_substantive_difference_manual_review,substantive_difference,0.6534,502,511,3c300991efd6f98939f683f6acb35e25584d50e85c585f6c1c23a1ba34270ac7,c2da14cf285c21fa34586fd7db8928b7e456201de44a7987249bcae1807d7796,False,استخدام الاحتياطيات,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,129,possible_substantive_difference_manual_review,substantive_difference,0.6161,224,224,ea0d77c7711a6f4f79888c1f438cf02ce503bf53e7f6de79923ddef3e0f53b64,7c56815e4767f79201de8acc21030bafc426237f6c110ced7ee79c9bf4a1cf3f,False,وقف العمل بحق الأولوية,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,132,possible_substantive_difference_manual_review,substantive_difference,0.6293,363,394,04dcf0022d6c52a72a5e065a5a46dce68b9e6ea7762915ab4d263ba2a19dad98,d7f09acc0eb01cf0e9481b5d63e47709a960d8ed97cf5e656bd61a5136b93f60,False,خسائر الشركة,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,142,possible_substantive_difference_manual_review,substantive_difference,0.6756,1139,1287,802b42e46f98489db29cc7d8fef7af04b54c5e464e389c2b562faf9279e9542a,b7ff2e9504877e37176c8c6b2e195a0b874bc0122216dffd8f695e2c2c997a02,False,طريقة إدارة الشركة,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,152,possible_substantive_difference_manual_review,substantive_difference,0.6873,292,292,97fe8c56be0fecd3fb25a41da49012e549add6b80db20a5c82f94bac5d26d9d6,a575e7c829ed483033362fee7c56e1d292bee891cbc1d317401f02ece708a429,False,الإلزام بالتنازل عن الأسهم,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,155,possible_substantive_difference_manual_review,substantive_difference,0.6222,56,125,bf9111646e1b3fce9375bc9e271e91242e670edbda16bd0ecc4e75350c44708a,b8be6fbb68bc3d121a5d28429ef4ad8a2a94cc2d80f6d0263132330653d628bc,False,تنفيذ أحكام هذا الباب,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,159,possible_substantive_difference_manual_review,substantive_difference,0.7937,101,151,b0c2c7694079b697e33b59b8997792de2cb8de5f8261d9c17ea285458635f292,15da97f48038bba45ffc3ffb21987bac65c7523c9ddd6b263b288ccd4ed8fb0f,False,تقييم الحصص العينية,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,170,possible_substantive_difference_manual_review,substantive_difference,0.766,613,623,21b4d4204dc90b86c6faecb13c628ef39a2e02b7fc0531d5f4703209c6302811,fd78737a53508c2b080b88bb5c56702e673a250e7317a1e1cb4d532584fcd024,False,الاعتراض على قرار الجمعية العامة,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,175,possible_substantive_difference_manual_review,substantive_difference,0.7493,342,357,796c4645f49ead83499d7e258b5024da647364517dd349b922d3d8fdb757e24a,9981fb54ac54489489320310cd23f9aee7f71ab129f1df676adcc630aca0dd07,False,توزيع الأرباح على الشركاء,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,184,possible_substantive_difference_manual_review,substantive_difference,0.6197,198,232,416b87bfe0ccebd0658d2876873fa0b6cd567f72571ee2ccb9b8ef1e9e39694e,3d25750eb51cc7b2890fba08d1a119d4a7d9e45156782e59ef5770ff42a7298b,False,حالات الانقضاء,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,186,possible_substantive_difference_manual_review,substantive_difference,0.6558,454,472,a3369bc91da3da4067342f692aa93f67d3947caa9e41ebe1589e5d9e3f23cee1,7d665f768e1ba488a6c4a0226058a7f5505c5ee20ee0f5aa0e7f341283bca3aa,False,مصارف الشركة غير الربحية ومجالاتها,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,192,possible_substantive_difference_manual_review,substantive_difference,0.643,267,428,d56b788ea3855da0a03b6af7c7ef8b8d264881345d471a3b57404d2bd78146a0,37dd1f7a264548a602ad15ee1e304d8cbd572a41e19a9b2a5f5164e07b9f280c,False,سجل الشركة وتزويد السجل التجاري بالبيانات,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,199,possible_substantive_difference_manual_review,substantive_difference,0.7862,252,311,359d5d3606129ae5b76d5d72376835346dcbf817d3f4be98c856d195565a6dd7,ef6f508a1b82999dc1d3f4122fcc847a008a61ddf94ea3d8c29d0ffc33df8480,False,سريان الأحكام الخاصة بشكل الشركة,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,213,possible_substantive_difference_manual_review,substantive_difference,0.7599,807,816,3576cf326a5523eda68f850a22130feaa8335c6fe66e7a7a7fc420caf8732be6,f41ec1de1fb51803b70c626262879025047591939864df2ac63f62cbdbfaff7e,False,انتقال الحصص أو الأسهم إلى الورثة,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,215,possible_substantive_difference_manual_review,substantive_difference,0.679,184,371,0c7bf43aa9b8ece51d5fb3e75db9fdd50f32e2e5ff0fe27d501b44ff24d2e4de,4b6aaecc449385aacc5c6adf751bd76bcaba258aa6eb01810a6f7f64c513f013,False,تحويل الشركة المهنية,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,219,possible_substantive_difference_manual_review,substantive_difference,0.6087,56,129,bf9111646e1b3fce9375bc9e271e91242e670edbda16bd0ecc4e75350c44708a,1a6c68af2ae42fec7bee20af6b8ed46a53436af024f3c1d2e3f6307baeeb248b,False,تنفيذ أحكام هذا الباب,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,220,possible_substantive_difference_manual_review,substantive_difference,0.6752,987,1078,eca04a27af5f5a3ee8c2737c200d1529a2f475c7327bc5497f758e077647ddab,f7f4c6f0729f026650e2f627bda300b5d29c8e0b6cbc993ac4e55e27216e3855,False,تحول الشركة إلى شكل آخر,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,222,possible_substantive_difference_manual_review,substantive_difference,0.7391,511,515,1ef1e0dce039b4f1f16899f92a8603477e7831d3301488eaf013c909d4a4e725,cb4792aa8916b9fb501c8386a6811c8817503964f27846d94700d100fb9ee1cc,False,الاعتراض على قرار التحول,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,230,possible_substantive_difference_manual_review,substantive_difference,0.7153,1696,1818,7afdeb064f3a96144ce15458a5e371e1725454d632349fd82857eaaf8952b9b3,09e65bb00663d1688e25f9953fae475a79604be644bd8cec93c015c43f20a670,False,الإلزام بشراء الأسهم وبيعها,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,256,possible_substantive_difference_manual_review,substantive_difference,0.7631,704,713,5d3d5e31b6a25cd61a98e0aff083d8277869ad85fe72426459b3c3beaf870c1f,07d2f8951cda4610ad1b5409031585979150fa8f3fbbcb5b63f6159061cface7,False,التصرف في أموال الشركة غير الربحية,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,257,possible_substantive_difference_manual_review,substantive_difference,0.7465,292,298,e217fea0baa6ce89235fe0222e40a43b3b8cd3ad7bd57cc0a275dd2c089fef00,30a7bf6506e0369ce0405c409d946634542d5cc6906f3e8c08a0e5da955e5883,False,انتهاء التصفية,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,266,possible_substantive_difference_manual_review,substantive_difference,0.7896,639,648,777e134bf2b2260a2fe940deab8f692088be96d8366671b1f61866726542efcd,92280939b64a35601d3d78b49648bb7caf401d1942d268d1f516bee41f8ec62e,False,الجهة القضائية المختصة,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P2,276,possible_substantive_difference_manual_review,substantive_difference,0.791,163,243,bc9246afae1f2c7b0ab40d0c96859b1d9b139e91357f3dd02bff1296a0b260f8,8a629095def0cf7d5c0724fe7aaadefcdb620bdfc290d79f4e6034c4f3c31b8a,False,الإبلاغ عن المخالفات,قد يكون اختلافًا جوهريًا — مراجعة يدوية مطلوبة. / possible substantive difference — manual review.,مراجعة يدوية دقيقة لتحديد ما إذا كان الاختلاف حقيقيًا. / careful manual review to decide if the difference is real.
P3,5,likely_ocr_noise_medium_similarity,substantive_difference,0.8666,735,807,39d45e7d2e1b75618952e03edfc26e1f67d7ef995a9dc0f988ee0163caf8f186,e5b722f3835d152aade617fd4f2a5c3598acc98e35be508650ee73450f77e373,False,اسم الشركة,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,7,likely_ocr_noise_medium_similarity,substantive_difference,0.9023,496,596,0e2965ba7b8b0c8873dc3fba71209c790af137c6a3d73a7124982a953759a315,09578d0ea65b48c8943316cb6e4762e1f346bdfd15b8b072429eceafab3d7219,False,وثائق تأسيس الشركة,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,9,likely_ocr_noise_medium_similarity,substantive_difference,0.8177,571,689,059563a9f6f2bd7d4d2a4647956544d2ac8625ac8a33b2dd4fa038af8244dfb1,25b61e3c192d64fe39d4a69cb22c2575b2216e68a5e2bdba0e6b9447f0ce0552,False,اكتساب الشخصية الاعتبارية,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,11,likely_ocr_noise_medium_similarity,substantive_difference,0.9336,604,609,bd8af4c827ae01698979742f07ce01d1736a547f19632bc8208215b6f30eb9a5,5405b11d54f2be5e7fbe716299ac227ef5505a78f122577ffad95192f23a0f03,False,اتفاق الشركاء والميثاق العائلي,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,14,likely_ocr_noise_medium_similarity,substantive_difference,0.8658,573,662,69dd0534d397873225211d6d7c0e2913f82464c7da3f0c8b7a5b2ba71615b538,5607df26b8c9d914ca709e88779a95dc33dbda6df4142cc2b6abc42c0dec623a,False,تقديم الحصة,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,15,likely_ocr_noise_medium_similarity,substantive_difference,0.905,365,398,29cd3d81a7397049bbf5324068ddb02c8d3308c3eaf03908d2e4513b9e8a6cfd,bffbbaf5e750fed731b883810424b343d400e524998bae4f31b2ca546ecea006,False,التأخر في تقديم الحصة,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,17,likely_ocr_noise_medium_similarity,substantive_difference,0.9447,864,939,bcf44f28a55ca7908c720e2db8ccd6674f0a2af7fe7f74d728ac011f42b18b95,e18661fdd5f0de817a3ae232444fa046a0c9d7ecc811a4a68f49a00cfde0f9fb,False,السجلات المحاسبية والقوائم المالية,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,20,likely_ocr_noise_medium_similarity,substantive_difference,0.8397,2234,2384,efd8fb1a880de178d85516e72e00cd2c8209ffe8e32b0d1865f28421c4d3195b,4d3b0b5902fd109e12a3204e5a8fd202a18b3af04faa9b24215195f99301346f,False,التزامات مراجع حسابات الشركة,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,24,likely_ocr_noise_medium_similarity,substantive_difference,0.8709,293,291,b1b935240699528ad331bad0f6d2ab8025617c02192615196661c9686657bf4b,78335b33c4c51948c5204e60f18b04e75e541e7cce8a551a64af6a8f760c4a07,False,نصيب الشريك بالعمل في الربح والخسارة,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,25,likely_ocr_noise_medium_similarity,substantive_difference,0.9299,532,610,2e329965a48e1be878d37a571d6976e8ca4ba39f4ad0ddf3b77a04a3b993d124,c6c3bb2903d3bf0137a63faebe14a932b17805914b730174517b72f81899655a,False,انتقال ملكية الحصص وتداول الأسهم,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,26,likely_ocr_noise_medium_similarity,substantive_difference,0.9269,537,519,6177f93efb7bcd8a251192c1a3eee630380e39dacb7ce0027de9440c1b7f9b45,0255003fad139cafdb36fbc74001cebf589536f5d304f0a7777ba3559d73871d,False,واجبات العناية والولاء,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,28,likely_ocr_noise_medium_similarity,substantive_difference,0.9452,833,905,2021448904f9ae5b33bc58e33e8a2bdec0033dbd5f763b556c4238aa113916c0,4d9c227390c28def0a2dccf75c9c6fbe1c58cfc785f94e4fb7bd8322c673848e,False,مسؤولية الإدارة,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,30,likely_ocr_noise_medium_similarity,substantive_difference,0.908,401,481,dc52162f629c469ef84b173e78c20c69028273a8a1a1873883b247a7fc4551c7,918eeef487df2f43f2ed31122f1eb5daa48b01fafed042db8c8185a7326fb9fd,False,عدم سماع الدعوى,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,33,likely_ocr_noise_medium_similarity,substantive_difference,0.8748,224,282,fcdc53bca24f786bd7b588fb4385e5bc955f1043c14db9326729075bbcb6627a,343c82559f9cbec7988c6dedcd2e8f9b2ba38747c9f61b9cdf356bcebdd15d05,False,التنفيذ على أرباح الشريك أو المساهم,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,34,likely_ocr_noise_medium_similarity,substantive_difference,0.9192,612,656,43b6d886ffadb49f56c4bfe81e019e69621460dfbd65fe6c3442be779e06146d,800a1228688a123c6bdfa3d819cdce11d678fa33bd34f3390d672fa9dcc7723b,False,التنفيذ على الحصص والأسهم,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,35,likely_ocr_noise_medium_similarity,substantive_difference,0.9051,191,223,be1887f995ac42f7a418eefad3cc30d21d1ff608d355f152da4c8f81f3e99cca,4d5416605d47ac768cd98064997c467cc627b5b17184ceda158982ec671604d2,False,تعريف شركة التضامن,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,37,likely_ocr_noise_medium_similarity,substantive_difference,0.8696,895,985,0ec87a73e3ea2451dee22f32124a161a334e16e9d263b679292414ce0cfe0a4f,6cc5450a884e2eef7bce8facd8287ae176a23021fb851a3ef4730d1dda694cee,False,صلاحيات الإدارة,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,39,likely_ocr_noise_medium_similarity,substantive_difference,0.8159,451,434,ae461bcbe947d7c66d1d85f8498be6079178a917c4e933826b6b00d26d493d34,68031a3a8cd7dc26caddf0ed8c7b8088e257dc7488609c0217cd0a4d332033c2,False,الأعمال المحظورة على المدير,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,40,likely_ocr_noise_medium_similarity,substantive_difference,0.911,406,462,3ae3f36d2b5bff73aff47272f869cde52ee393af9bf4e50962bb77d1debaf0a3,26177f97db68c8caf8223fc9cf8e4017066bcf86dc18fe12b13996acc0edde03,False,منافسة الشركة,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,41,likely_ocr_noise_medium_similarity,substantive_difference,0.8896,307,308,6c5a7244de4c36c67f97c0cf86ef3840b47d71b02209b2717f28470b0a2d3638,ade2150936682175a4eb05f02dd2716d0b1516ddb3c4f042340316b02b9d1169,False,صلاحيات الشريك غير المدير,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,42,likely_ocr_noise_medium_similarity,substantive_difference,0.8757,557,572,f435d377d939731930ddecb1f53e20fa08e6e0126dd2ef9aa26760aad03856e0,0f444374f00b253fcf7ed54c3f832316757b8ca011fe0bddcd27dc06e0732bc0,False,عزل المدير,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,43,likely_ocr_noise_medium_similarity,substantive_difference,0.8314,341,461,7befae91c4c4dc3b8383277a92b460517faea747f423171a7efd9edc1c0ddaa0,14fb4cc3a45c6c962c3ed241cd6dc5ca223b9502d7da761a79e447466427ea63,False,اعتزال المدير,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
P3,45,likely_ocr_noise_medium_similarity,substantive_difference,0.9158,865,962,335a3e239b3218ed5569fcd5d1b5707fbe08eb3825a7f22d809d45b5ccf3346b,74a3b02b26f6b2d1b99a804c25a2d394987337a1bfcc0f5cfddbb9b314013a52,False,انضمام الشريك أو انسحابه أو إخراجه أو تنازله,على الأرجح ضجيج OCR (تشابه متوسط). / likely OCR noise (medium similarity).,فحص عيّني. / spot-check.
